WARNING: Editing this file can easily corrupt game state.
NAME:RED
RIVAL_NAME:BLUE
DIRECTION:1
WINS:0
LOSSES:0
LOCATION:pokemon-tower-lower|6|29
LAST_CENTER:lavender-center|3|3
MONEY:65632
REPEL:0
INTERACTIONS:
bed1|0
bed2|0
bill-house-bill|1
bill-house-computer|2
bill-house-mon|0
bookshelf3|0
bookshelf4|0
bookshelf5|0
cerulean-bike-bike1|0
cerulean-bike-bike10|0
cerulean-bike-bike11|0
cerulean-bike-bike12|0
cerulean-bike-bike2|0
cerulean-bike-bike3|0
cerulean-bike-bike4|0
cerulean-bike-bike5|0
cerulean-bike-bike6|0
cerulean-bike-bike7|0
cerulean-bike-bike8|0
cerulean-bike-bike9|0
cerulean-bike-boy|0
cerulean-bike-clerk|0
cerulean-bike-desk1|1
cerulean-bike-desk2|1
cerulean-bike-woman|0
cerulean-center-cableclub|0
cerulean-center-couch|0
cerulean-center-hat|0
cerulean-center-joy|0
cerulean-center-joy-desk|0
cerulean-center-man|0
cerulean-center-pc|0
cerulean-city-bush1|0
cerulean-city-girl1|0
cerulean-city-girl2|2
cerulean-city-guard|0
cerulean-city-guard2|0
cerulean-city-guy1|0
cerulean-city-guy2|0
cerulean-city-guy3|0
cerulean-city-item1|0
cerulean-city-rival1|0
cerulean-city-rival2|0
cerulean-city-rocket|0
cerulean-city-script1|0
cerulean-city-script2|0
cerulean-city-sign1|0
cerulean-city-sign2|0
cerulean-city-sign3|0
cerulean-city-sign4|0
cerulean-city-slowbro|0
cerulean-gym-board|1
cerulean-gym-board2|1
cerulean-gym-clerk|1
cerulean-gym-misty|1
cerulean-gym-trainer1|1
cerulean-gym-trainer2|1
cerulean-house1-bookshelf4|0
cerulean-house1-bookshelf5|0
cerulean-house1-man|0
cerulean-house1-map-wall|0
cerulean-house1-woman|0
cerulean-house2-man|0
cerulean-house3-bookshelf1|0
cerulean-house3-bookshelf2|0
cerulean-house3-safari|1
cerulean-house3-woman|0
cerulean-mart-clerk|0
cerulean-mart-clerkdesk1|0
cerulean-mart-clerkdesk2|0
cerulean-mart-girl|0
cerulean-mart-guy|0
cerulean-mart-shelf1|0
cerulean-mart-shelf2|0
cerulean-mart-shelf3|0
cerulean-mart-shelf4|0
daycare-bookshelf1|0
daycare-bookshelf2|0
daycare-bookshelf3|0
daycare-man|0
daycare-map-wall|0
diglett-cave-bald1|0
diglett-cave-safari1|0
home-bookshelf1|0
home-bookshelf2|0
home-pc|0
lavender-center-cableclub|0
lavender-center-couch|0
lavender-center-girl|0
lavender-center-guy|0
lavender-center-joy|0
lavender-center-joy-desk|0
lavender-center-pc|0
lavender-house1-book1|0
lavender-house1-bookshelf1|0
lavender-house1-bookshelf2|0
lavender-house1-bookshelf3|0
lavender-house1-girl|0
lavender-house1-man|0
lavender-house1-map|0
lavender-house1-mon1|0
lavender-house1-mon2|0
lavender-house2-bookshelf1|0
lavender-house2-bookshelf2|0
lavender-house2-bookshelf3|0
lavender-house2-girl|0
lavender-house2-map|0
lavender-house2-mon2|0
lavender-house3-bookshelf1|0
lavender-house3-bookshelf2|0
lavender-house3-bookshelf3|0
lavender-house3-man|0
lavender-house3-map|0
lavender-mart-clerk|0
lavender-mart-clerkdesk1|0
lavender-mart-clerkdesk2|0
lavender-mart-guy|0
lavender-mart-man|0
lavender-mart-shelf1|0
lavender-mart-shelf2|0
lavender-mart-shelf3|0
lavender-mart-shelf4|0
lavender-tower-lower-desk|0
lavender-tower-lower-man1|0
lavender-tower-lower-rival|0
lavender-tower-lower-script2|0
lavender-tower-lower-scriptl|0
lavender-tower-lower-woman1|0
lavender-tower-lower-woman2|0
lavender-tower-lower-woman3|0
lavender-tower-lower-woman4|0
lavender-tower-rival|0
lavender-town-girl1|0
lavender-town-guy1|0
lavender-town-guy2|0
lavender-town-sign1|0
lavender-town-sign2|0
lavender-town-sign3|0
lavender-town-sign4|0
mom|1
mt-moon-boy1|1
mt-moon-boy2|1
mt-moon-boy3|1
mt-moon-fossil1|0
mt-moon-fossil2|0
mt-moon-girl1|1
mt-moon-girl2|1
mt-moon-hiker1|1
mt-moon-item1|0
mt-moon-item2|0
mt-moon-item3|0
mt-moon-item4|0
mt-moon-item5|0
mt-moon-item6|0
mt-moon-item7|0
mt-moon-item8|0
mt-moon-item9|0
mt-moon-man1|1
mt-moon-man2|1
mt-moon-rocket1|1
mt-moon-rocket2|1
mt-moon-rocket3|1
mt-moon-rocket4|1
mt-moon-sign1|0
oak|3
oak-lab-aide1|0
oak-lab-aide2|0
oak-lab-ball1|2
oak-lab-ball2|2
oak-lab-ball3|2
oak-lab-bookshelf1|0
oak-lab-bookshelf10|0
oak-lab-bookshelf11|0
oak-lab-bookshelf12|0
oak-lab-bookshelf2|0
oak-lab-bookshelf3|0
oak-lab-bookshelf4|0
oak-lab-bookshelf5|0
oak-lab-bookshelf6|0
oak-lab-bookshelf7|0
oak-lab-bookshelf8|0
oak-lab-bookshelf9|0
oak-lab-rival1|2
oak-lab-rival2|0
oak-lab-script1|0
oak-lab-script2|1
oak-lab-script3|1
oak-lab-wallscroll1|0
oak-lab-wallscroll2|0
oak-lab-woman|0
oak-pc1|0
oak-pc2|0
pallet-town-fat|0
pallet-town-oak|0
pallet-town-script1|0
pallet-town-script2|0
pallet-town-sign1|0
pallet-town-sign2|0
pallet-town-sign3|0
pallet-town-sign4|0
pallet-town-woman|0
pewter-center-cableclub|0
pewter-center-couch|0
pewter-center-guy|0
pewter-center-jigglypuff|0
pewter-center-joy|0
pewter-center-joy-desk|0
pewter-center-pc|0
pewter-city-blocker|0
pewter-city-bush|0
pewter-city-girl|0
pewter-city-guy|0
pewter-city-guy2|0
pewter-city-guy3|0
pewter-city-sign1|0
pewter-city-sign2|0
pewter-city-sign3|0
pewter-city-sign4|0
pewter-city-sign5|0
pewter-gym-board|1
pewter-gym-board2|1
pewter-gym-brock|1
pewter-gym-clerk|0
pewter-gym-trainer1|1
pewter-house1-bald|0
pewter-house1-bookshelf1|0
pewter-house1-bookshelf2|0
pewter-house1-bookshelf3|0
pewter-house1-boy|0
pewter-house1-map|0
pewter-house2-bald|0
pewter-house2-bookshelf1|0
pewter-house2-bookshelf2|0
pewter-house2-bookshelf3|0
pewter-house2-girl|0
pewter-house2-map|0
pewter-house2-mon|0
pewter-mart-boy|0
pewter-mart-clerk|0
pewter-mart-clerkdesk1|0
pewter-mart-clerkdesk2|0
pewter-mart-man|0
pewter-mart-shelf1|0
pewter-mart-shelf2|0
pewter-mart-shelf3|0
pewter-mart-shelf4|0
pewter-museum-amber|0
pewter-museum-bald1|0
pewter-museum-boy1|0
pewter-museum-doctor1|0
pewter-museum-doctor2|0
pewter-museum-doctor3|0
pewter-museum-doctor4|1
pewter-museum-entrance|1
pewter-museum-exhibit1|0
pewter-museum-exhibit2|0
pewter-museum-exhibit3|0
pewter-museum-exhibit4|0
pewter-museum-girl1|0
pewter-museum-old1|0
pewter-museum-tough1|0
pewter-station1-oldman|0
pokedex1|0
pokedex2|0
power-plant-center-cableclub|0
power-plant-center-couch|0
power-plant-center-fat|0
power-plant-center-guy|0
power-plant-center-joy|0
power-plant-center-joy-desk|0
power-plant-center-pc|0
power-plant-outside-bush1|0
power-plant-outside-bush2|0
power-plant-outside-bush3|0
power-plant-outside-bush4|0
power-plant-outside-girl1|1
rival-house-map-item|0
rival-house-map-wall|0
rival-sister|1
rock-tunnel-girl1|1
rock-tunnel-girl2|1
rock-tunnel-girl3|1
rock-tunnel-girl4|1
rock-tunnel-girl5|1
rock-tunnel-guy1|1
rock-tunnel-guy2|1
rock-tunnel-guy3|1
rock-tunnel-guy4|1
rock-tunnel-sign1|0
rock-tunnel-tough1|1
rock-tunnel-tough2|1
rock-tunnel-tough3|1
rock-tunnel-tough4|1
rock-tunnel-tough5|1
rock-tunnel-tough6|1
route1-boy1|1
route1-boy2|0
route1-sign1|0
route10-girl1|1
route10-guy1|1
route10-guy2|1
route10-guy3|1
route10-item1|0
route10-sign|0
route11-bald1|1
route11-bald2|1
route11-bald3|1
route11-bald4|1
route11-boy1|1
route11-boy2|1
route11-boy3|1
route11-boy4|1
route11-item1|0
route11-man1|1
route11-man2|1
route11-sign1|0
route2-bush1|0
route2-bush2|0
route2-bush3|0
route2-bush4|0
route2-bush5|0
route2-item1|0
route2-item2|0
route2-sign1|0
route2-sign2|0
route2-sign3|0
route22-rival-script1|0
route22-rival-script2|0
route22-rival1|0
route22-sign1|0
route24-boy1|1
route24-boy2|1
route24-girl1|1
route24-girl2|1
route24-guy1|1
route24-guy2|2
route24-guy3|1
route24-item1|0
route25-boy1|1
route25-boy2|1
route25-boy3|1
route25-bush1|0
route25-girl1|1
route25-girl2|1
route25-guy1|1
route25-hiker1|1
route25-hiker2|1
route25-hiker3|1
route25-item1|0
route25-item2|0
route25-item3|0
route25-sign1|0
route3-boy|1
route3-boy2|1
route3-boy3|1
route3-boy4|1
route3-boy5|1
route3-girl|1
