PLAY_SOUND sound_effects/combat/horndrill.mp3 0.0
SPLINE_TRANSFORM SCREEN_EFFECTS 0.0 0.05 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
CREATE_SPRITE images/impact-small-white.png 0.025 -0.3 0.1 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.05 -0.325 0.075 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.075 -0.35 0.05 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.1 -0.375 0.025 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.125 -0.4 0.0 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.15 -0.425 -0.025 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.175 -0.45 -0.05 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.2 -0.475 -0.075 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.225 -0.5 -0.1 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.25 -0.525 -0.125 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.275 -0.55 -0.15 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.3 -0.575 -0.175 0.2 0.2
CREATE_SPRITE images/impact-big.png 0.35 -0.7 -0.3 0.4 0.4
HIDE_SPRITE 12 0.5
