PLAY_SOUND sound_effects/combat/earthquake.mp3 0.0
SPLINE_TRANSFORM SCREEN 0.0 0.05 -1.0 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.05 0.1 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.1 0.15 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.15 0.2 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.2 0.25 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.25 0.3 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.3 0.35 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.35 0.4 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.4 0.45 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.45 0.5 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.5 0.55 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.55 0.6 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.6 0.65 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.65 0.7 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.7 0.75 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.75 0.8 -1.1 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.8 0.85 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.85 0.9 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.9 0.95 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 0.95 1.0 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.0 1.05 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.05 1.1 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.1 1.15 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.15 1.2 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.2 1.25 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.25 1.3 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.3 1.35 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.35 1.4 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.4 1.45 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.45 1.5 -1.05 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.5 1.55 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.55 1.6 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.6 1.65 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.65 1.7 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.7 1.75 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.75 1.8 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.8 1.85 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.85 1.9 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.9 1.95 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 1.95 2.0 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.0 2.05 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.05 2.1 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.1 2.15 -1.1 -1.0 2.0 2.0 -0.9 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.15 2.2 -0.9 -1.0 2.0 2.0 -1.1 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.2 2.25 -1.1 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.25 2.3 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.3 2.35 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.35 2.4 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.4 2.45 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.45 2.5 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.5 2.55 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.55 2.6 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.6 2.65 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.65 2.7 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.75 2.8 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.8 2.85 -0.95 -1.0 2.0 2.0 -1.05 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.85 2.9 -1.05 -1.0 2.0 2.0 -0.95 -1.0 2.0 2.0
SPLINE_TRANSFORM SCREEN 2.9 2.95 -0.95 -1.0 2.0 2.0 -1.0 -1.0 2.0 2.0
