PLAY_SOUND sound_effects/combat/drillpeck.mp3 0.0
CREATE_SPRITE images/impact-small-white.png 0.05 0.2 0.8 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.1 0.225 0.775 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.15 0.25 0.75 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.2 0.275 0.725 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.25 0.3 0.7 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.3 0.325 0.675 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.35 0.35 0.65 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.4 0.375 0.625 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.45 0.4 0.6 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.5 0.425 0.575 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.55 0.45 0.55 0.2 0.2
CREATE_SPRITE images/impact-small-white.png 0.6 0.475 0.525 0.2 0.2
CREATE_SPRITE images/impact-big.png 0.65 0.4 0.4 0.4 0.4
HIDE_SPRITE 12 0.7
