PLAY_SOUND sound_effects/combat/razorleaf.mp3 0.0
CREATE_SPRITE images/leaf6.png 0.2 0.2 0.1 0.1 0.1
CREATE_SPRITE images/leaf6.png 0.55 0.6 0.1 0.1 0.1
CREATE_SPRITE images/leaf6.png 0.9 0.4 0.1 0.1 0.1
CREATE_SPRITE images/leaf6.png 1.22 0.8 0.1 0.1 0.1
SPLINE_TRANSFORM 0 0.2 0.4 0.2 0.1 0.1 0.1 0.2 0.4 0.1 0.1 0.2 0.4 0.1 0.1
SPLINE_TRANSFORM 1 0.55 0.75 0.6 0.1 0.1 0.1 0.6 0.6 0.1 0.1 0.6 0.6 0.1 0.1
SPLINE_TRANSFORM 2 0.9 1.1 0.4 0.1 0.1 0.1 0.4 0.2 0.1 0.1 0.4 0.2 0.1 0.1
SPLINE_TRANSFORM 3 1.22 1.42 0.8 0.1 0.1 0.1 0.8 0.2 0.1 0.1 0.8 0.2 0.1 0.1
SPLINE_TRANSFORM 0 0.4 2.0 0.2 0.4 0.1 0.1 0.2 0.5 0.1 0.1 0.2 0.4 0.1 0.1
SPLINE_TRANSFORM 1 0.75 2.25 0.6 0.6 0.1 0.1 0.6 0.5 0.1 0.1 0.6 0.6 0.1 0.1
SPLINE_TRANSFORM 2 1.1 2.5 0.4 0.2 0.1 0.1 0.4 0.3 0.1 0.1 0.4 0.2 0.1 0.1
SPLINE_TRANSFORM 3 1.42 2.75 0.8 0.2 0.1 0.1 0.8 0.3 0.1 0.1 0.8 0.2 0.1 0.1
SPLINE_TRANSFORM 0 2.0 2.2 0.2 0.4 0.1 0.1 0.2 0.4 0.1 0.1 -1.1 -0.4 0.1 0.1
SPLINE_TRANSFORM 1 2.25 2.45 0.6 0.6 0.1 0.1 0.6 0.6 0.1 0.1 -1.1 -0.4 0.1 0.1
SPLINE_TRANSFORM 2 2.5 2.7 0.4 0.2 0.1 0.1 0.4 0.2 0.1 0.1 -1.1 -0.4 0.1 0.1
SPLINE_TRANSFORM 3 2.75 2.95 0.8 0.2 0.1 0.1 0.8 0.2 0.1 0.1 -1.1 -0.4 0.1 0.1
