PLAY_SOUND sound_effects/combat/conversion.mp3 0.0
CREATE_SPRITE images/black-opaque.png 0.05 -0.15 0.25 0.1 0.1
CREATE_SPRITE images/black-opaque.png 0.05 -0.85 0.25 0.1 0.1
CREATE_SPRITE images/black-opaque.png 0.05 -0.15 -0.45 0.1 0.1
CREATE_SPRITE images/black-opaque.png 0.05 -0.85 -0.45 0.1 0.1
CREATE_SPRITE images/black-opaque.png 0.25 -0.55 -0.15 0.2 0.2
SPLINE_TRANSFORM 0 0.05 0.050001 -0.15 0.25 0.1 0.1 -0.15 0.25 0.1 0.1
SPLINE_TRANSFORM 0 0.11 0.110001 -0.25 0.15 0.1 0.1 -0.25 0.15 0.1 0.1
SPLINE_TRANSFORM 0 0.18 0.180001 -0.35 0.05 0.1 0.1 -0.35 0.05 0.1 0.1
SPLINE_TRANSFORM 1 0.05 0.050001 -0.85 0.25 0.1 0.1 -0.85 0.25 0.1 0.1
SPLINE_TRANSFORM 1 0.11 0.110001 -0.75 0.15 0.1 0.1 -0.75 0.15 0.1 0.1
SPLINE_TRANSFORM 1 0.18 0.180001 -0.65 0.05 0.1 0.1 -0.65 0.05 0.1 0.1
SPLINE_TRANSFORM 2 0.05 0.050001 -0.15 -0.45 0.1 0.1 -0.15 -0.45 0.1 0.1
SPLINE_TRANSFORM 2 0.11 0.110001 -0.25 -0.35 0.1 0.1 -0.25 -0.35 0.1 0.1
SPLINE_TRANSFORM 2 0.18 0.180001 -0.35 -0.25 0.1 0.1 -0.35 -0.25 0.1 0.1
SPLINE_TRANSFORM 3 0.05 0.050001 -0.85 -0.45 0.1 0.1 -0.85 -0.45 0.1 0.1
SPLINE_TRANSFORM 3 0.11 0.110001 -0.75 -0.35 0.1 0.1 -0.75 -0.35 0.1 0.1
SPLINE_TRANSFORM 3 0.18 0.180001 -0.65 -0.25 0.1 0.1 -0.65 -0.25 0.1 0.1
HIDE_SPRITE 0 0.25
HIDE_SPRITE 1 0.25
HIDE_SPRITE 2 0.25
HIDE_SPRITE 3 0.25
SPLINE_TRANSFORM 4 0.30 0.6 -0.55 -0.15 0.2 0.2 0.0 1.3 0.2 0.2 0.45 0.45 0.2 0.2
