PLAY_SOUND sound_effects/combat/razorleaf.mp3 0.0
CREATE_SPRITE images/leaf7.png 0.2 -0.3 -0.4 0.1 0.1
CREATE_SPRITE images/leaf7.png 0.55 -0.7 -0.4 0.1 0.1
CREATE_SPRITE images/leaf7.png 0.9 -0.5 -0.4 0.1 0.1
CREATE_SPRITE images/leaf7.png 1.22 -0.9 -0.4 0.1 0.1
SPLINE_TRANSFORM 0 0.2 0.4 -0.3 -0.4 0.1 0.1 -0.3 -0.1 0.1 0.1 -0.3 -0.1 0.1 0.1
SPLINE_TRANSFORM 1 0.55 0.75 -0.7 -0.4 0.1 0.1 -0.7 0.1 0.1 0.1 -0.7 0.1 0.1 0.1
SPLINE_TRANSFORM 2 0.9 1.1 -0.5 -0.4 0.1 0.1 -0.5 -0.3 0.1 0.1 -0.5 -0.3 0.1 0.1
SPLINE_TRANSFORM 3 1.22 1.42 -0.9 -0.4 0.1 0.1 -0.9 -0.3 0.1 0.1 -0.9 -0.3 0.1 0.1
SPLINE_TRANSFORM 0 0.4 2.0 -0.3 -0.1 0.1 0.1 -0.3 -0.2 0.1 0.1 -0.3 -0.1 0.1 0.1
SPLINE_TRANSFORM 1 0.75 2.25 -0.7 0.1 0.1 0.1 -0.7 0.0 0.1 0.1 -0.7 0.1 0.1 0.1
SPLINE_TRANSFORM 2 1.1 2.5 -0.5 -0.3 0.1 0.1 -0.5 -0.2 0.1 0.1 -0.5 -0.3 0.1 0.1
SPLINE_TRANSFORM 3 1.42 2.75 -0.9 -0.3 0.1 0.1 -0.9 -0.2 0.1 0.1 -0.9 -0.3 0.1 0.1
SPLINE_TRANSFORM 0 2.0 2.2 -0.3 -0.1 0.1 0.1 -0.3 -0.1 0.1 0.1 1.0 1.0 0.1 0.1
SPLINE_TRANSFORM 1 2.25 2.45 -0.7 0.1 0.1 0.1 -0.7 0.1 0.1 0.1 1.0 1.0 0.1 0.1
SPLINE_TRANSFORM 2 2.5 2.7 -0.5 -0.3 0.1 0.1 -0.5 -0.3 0.1 0.1 1.0 1.0 0.1 0.1
SPLINE_TRANSFORM 3 2.75 2.95 -0.9 -0.3 0.1 0.1 -0.9 -0.3 0.1 0.1 1.0 1.0 0.1 0.1
