PLAY_SOUND sound_effects/combat/firespin.mp3 0.0
CREATE_SPRITE images/fire-big.png 0.05 -0.3 -0.3 0.2 0.2
SPLINE_TRANSFORM 0 0.05 0.52 -0.3 -0.3 0.2 0.2 -0.3 -0.4 0.2 0.2 -1.0 -0.4 0.2 0.2 -1.0 -0.3 0.2 0.2
CREATE_SPRITE images/fire-big.png 0.51 -0.3 -0.1 0.2 0.2
SPLINE_TRANSFORM 0 0.52 0.96 -0.3 -0.3 0.2 0.2 -0.3 -0.4 0.2 0.2 -1.0 -0.4 0.2 0.2 -1.0 -0.3 0.2 0.2
SPLINE_TRANSFORM 1 0.52 0.96 -0.3 -0.1 0.2 0.2 -0.3 -0.2 0.2 0.2 -1.0 -0.2 0.2 0.2 -1.0 -0.1 0.2 0.2
CREATE_SPRITE images/fire-big.png 0.96 -0.3 0.1 0.2 0.2
SPLINE_TRANSFORM 0 0.96 1.43 -0.3 -0.3 0.2 0.2 -0.3 -0.4 0.2 0.2 -1.0 -0.4 0.2 0.2 -1.0 -0.3 0.2 0.2
SPLINE_TRANSFORM 1 0.96 1.43 -0.3 -0.1 0.2 0.2 -0.3 -0.2 0.2 0.2 -1.0 -0.2 0.2 0.2 -1.0 -0.1 0.2 0.2
SPLINE_TRANSFORM 2 0.96 1.43 -0.3 0.1 0.2 0.2 -0.3 0.0 0.2 0.2 -1.0 0.0 0.2 0.2 -1.0 0.1 0.2 0.2
CREATE_SPRITE images/fire-big.png 1.43 -0.3 0.8 0.2 0.2
SPLINE_TRANSFORM 0 1.43 1.9 -0.3 -0.3 0.2 0.2 -0.3 -0.4 0.2 0.2 -1.0 -0.4 0.2 0.2 -1.0 -0.3 0.2 0.2
SPLINE_TRANSFORM 1 1.43 1.9 -0.3 -0.1 0.2 0.2 -0.3 -0.2 0.2 0.2 -1.0 -0.2 0.2 0.2 -1.0 -0.1 0.2 0.2
SPLINE_TRANSFORM 2 1.43 1.9 -0.3 0.1 0.2 0.2 -0.3 0.0 0.2 0.2 -1.0 0.0 0.2 0.2 -1.0 0.1 0.2 0.2
SPLINE_TRANSFORM 3 1.43 1.9 -0.3 0.3 0.2 0.2 -0.3 0.2 0.2 0.2 -1.0 0.2 0.2 0.2 -1.0 0.3 0.2 0.2
