a.bmp A-.bmp
b.bmp B-.bmp
c.bmp C-.bmp
d.bmp D-.bmp
e.bmp E-.png
f.bmp F-.bmp
g.bmp G-.bmp
h.bmp H-.bmp
i.bmp I-.bmp
j.bmp J-.bmp
k.bmp K-.bmp
l.bmp L-.bmp
m.bmp M-.bmp
n.bmp N-.bmp
o.bmp O-.bmp
p.bmp P-.bmp
q.bmp Q-.bmp
r.bmp R-.bmp
s.bmp S-.bmp
t.bmp T-.bmp
u.bmp U-.bmp
v.bmp V-.bmp
w.bmp W-.bmp
x.bmp X-.bmp
y.bmp Y-.bmp
z.bmp Z-.bmp
:.bmp colon.bmp
é.bmp e-accent.bmp
{e-accent}.bmp e-accent.bmp
!.bmp exclamation-point.bmp
{FEMALE}.bmp female.bmp
{MALE}.bmp male.bmp
{PK}.bmp PK.bmp
{MN}.bmp MN.bmp
$.bmp money.bmp
?.bmp question-mark.bmp
/.bmp slash.bmp
 .bmp space.bmp
{TIMES}.bmp times.bmp
{LEVEL}.bmp level.bmp
{NO}.bmp no.bmp
*.bmp asterix.bmp
{HLINE}.bmp hline.bmp
{VLINE}.bmp vline.bmp
{HBOX}.bmp hbox.bmp
{VBOX}.bmp vbox.bmp
{FEET}.bmp feet.bmp
{INCHES}.bmp inches.bmp
{BALL}.bmp ball.bmp
{BALL-EMPTY}.bmp ball-empty.bmp
