NAME
Celadon City
NPCS
celadon-city-sign1 blank 4 16
INTERACTIONS
MENU:ALERT:UNDERGROUND PATH CELADON CITY - LAVENDER TOWN
END
TELEPORT
53 14 route7 1 5
DATA
76   76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76   76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76   76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76   76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76   76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76   76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  76  76  76
76   76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  76  76
76   76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  76  76  76  76   1   1  76  76  76  76  76  76   1   1  76  76  76  76  76  76  76  76  76  76  76  76   1   1   1  76  76
76   76  76  76  76 102  71  71 103 163 163 163 163 163 163 163 163 102  71  71  71  71 103 163 163 102  71  71  71  71 103 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76   1   1  76  76
76   76  76  76  76 104  68  68 105 163 163 163 163 163 163 163 163 104  68  68  68  68 105 163 163 104  68  68  68  68 105 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76   1   1  76  76
76   76  76  76  76 108  65  65 109 102  71  71  71  71  71  71 103 108  65  65  65  65 109 163 163 108  65  65  65  65 109 102  71  71 103 102  71  71 103 102  71  71 103 102  71  71 103 163 163  76   1   1  76  76
76   76  76  76  76 108  65  65 109 104  68  68  68  68  68  68 105 108  65  65  65  65 109 163 163 108  65  65  65  65 109 104  68  68 105 104  68  68 105 104  68  68 105 104  68  68 105 163 163  76   1   1  76  76
76   76  76  76  76 108  65  65 109 108  65  65  65  65  65  65 109 108  65  65  65  65 109 480 480 108  65  63  64  65 109 108  65  65 109 108  65  65 109 108  65  65 109 108  65  65 109 163 163  76  76  76  76  76
76   76  76  76  76 110 164 164 112 108  65  65  65  65  65  65 109 110 164 164 164 164 112 480   5 110 164  15  58 164 112 110 164 164 112 110 164 164 112 110 164 164 112 110  15 113 112 163 163  76  76  76  76  76
76   76  76  76  76 163 163 163 163 108  65  65  65  65  65  65 109 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  56
76   76  76  76  76 163 163 163 163 108  65  65  65  65  65  65 109 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  56
76   76  76  76  76 163 163 163 163 108  65  63  64  63  64  65 109 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76  76  76  76  76
76   76  76  76  76 163 163 163 163 110 164  15  58  15  58 111 112 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 480 480   8   9   9   9   9  13  56  56  56  56  56  56  56  56  56  56 163 163  56  56  56  56  56  56  56  56  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 480   5   7  10 239  10  11  12  55   5  55  55  55  55  55  55  55  55 163 163  55  55  55  55  55  55  55  55  76  76  76  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0   1 238 238   1   0 102  71  71  71  71 103 102  71  71 103 163 163 102  71  71 103 102  71  71 103  76  76   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0   1 238 238   1   0 104  68  68  68  68 105 104  68  68 105 163 163 104  68  68 105 104  68  68 105  76  76   1  76  76  76  76  76
56   56  56  56  56 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0  88  88  88  88   0 108  65  63  64  65 109 108  65  65 109 163 163 108  65  65 109 108  65  65 109  76  76   1  76  76  76  76  76
55   55  55  55  55 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0  81  81  81  81   0 110 164  15  58 164 112 110  15 164 112 163 163 110 164 164 112 110 164 164 112  76  76   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0  81  81  81  81   0  56  56  56  56  56  56  56  56  56  56 163 163  56  56  56  56  56  56  56  56   1   1   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   0  81  81  81  81   0  55   5  55  55  55  55  55   5  55  55 163 163  55   5  55  55  55  55  55  55  76   1   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76   1   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163  76   1   1  76  76  76  76  76
76   76  76  76  76 102  71  71 103  70  71  71  71  71  71  71  72 102  71  71 103 102  71  71 103 163 163 163 163 102  71  71 103 102  71  71 103 102  71  71 103 102  71  71 103 102  71  71 103   1   1   1  76  76  76  76  76
76   76  76  76  76 104  68  68 105  67  68  68  68  68  68  68  69 104  68  68 105 104  68  68 105 163 163 163 163 104  68  68 105 104  68  68 105 104  68  68 105 104  68  68 105 104  68  68 105   1   1   1  76  76  76  76  76
76   76  76  76  76 108  65  65 109  61  62 100 101 100 101  62  66 108  65  65 109 108  65  65 109 163 163 163 163 108  65  65 109 108  65  65 109 108  65  65 109 108  65  65 109 108  65  65 109   1   1   1  76  76  76  76  76
76   76  76  76  76 110 164 164 112  57  58  58  58  58  58  15  60 110 164 164 112 110 164 164 112 163 163 163 163 110 164 164 112 110  15 164 112 110  15 164 112 110 164 164 112 110  15 164 112   1   1   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 480 480 163 163 163 163 102  71  71 103 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   1   1   1  76  76  76  76  76
76   76  76  76  76 163 163 163 163 163 163 163 163 163 163 480   5 163 163 163 163 104  68  68 105 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   1   1   1  76  76  76  76  76
76   76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 108  65  65 109 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   1   1   1  76  76  76  76  76
76   76  76  76  76  77  77  77  79  77  77  77  77  77  77  77  77  77  77  77  77 110 164 164 112 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163 163   1   1   1  76  76  76  76  76
76   76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  76  76  76  76  76  76  76  76  76  76  76  76  76   1  76  76  76  76  76  76  76  76  76  76   1   1   1  76  76  76  76  76
