NAME
Route 5
NPCS
route5-sign blank 29 34
INTERACTIONS
MENU:ALERT:UNDERGROUND PATH CERULEAN CITY - VERMILION CITY
END
TELEPORT
13 0 cerulean-city 13 33
14 0 cerulean-city 14 33
15 0 cerulean-city 15 33
16 0 cerulean-city 16 33
18 0 cerulean-city 18 33
19 0 cerulean-city 19 33
20 0 cerulean-city 20 33
21 0 cerulean-city 21 33
22 0 cerulean-city 22 33
23 0 cerulean-city 23 33
24 0 cerulean-city 24 33
25 0 cerulean-city 25 33
27 0 cerulean-city 27 33
28 0 cerulean-city 28 33
29 0 cerulean-city 29 33
30 0 cerulean-city 30 33
22 26 daycare 2 7
21 35 route5-checkpoint 3 1
22 35 route5-checkpoint 4 1
29 32 route5-tunnel 3 7
NEIGHBORS
cerulean-city 0 -33
ENCOUNTERS
16 19 39 43 52 56 63 66 69
LEVELS
11-16
DATA
94  94  94  94  94  94   0   1   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   3   2   0   1  76  76  76  76   1   0
93  93  93  93  93  93   0   1   1   1   1   1  76   1 240 241   1  76   1   1   1   1   1   1   1   1   0   1 240 241   1   0   1   1   1   1   1   1   1   1   0   1  76  76  76  76   1   0
94  94  94  94  94  94   0   0   0   0   0   0  76   1 242 243   1  76  77  77  77  77  77  77  77  77   0   1 242 243   1   0   0   0   0   0   0   0   0   0   0   1  76  76  76  76   1   0
93  93  93  93  93  93  93  93  93  93  93  93  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0  93  93  93  93  93  93  93  93  93  93  76  76  76  76   1   0
94  94  94  94  94  94  94  94  94  94  94  94  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0  94  94  94  94  94  94  94  94  94  94  76  76  76  76   1   0
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76  77  77  77  77  77  77  77  77   0   1 242 243   1   0  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76  77  77  77  77  77  77  77  77   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76  77  77  77  77  77  77  77  77   0   1 242 243   1   0   1   1   1   1   1
