NAME
Safari Zone West
NPCS
safari-zone-west-sign1 blank 6 23
INTERACTIONS
MENU:ALERT:SAFARI ZONE EAST
END
TELEPORT
21 0 safari-zone-north 4 35
20 0 safari-zone-north 3 35
26 0 safari-zone-north 9 35
27 0 safari-zone-north 10 35
30 23 safari-zone-main 1 11
30 24 safari-zone-main 1 12
ENCOUNTERS
30 33 49 85 102 105 114 115 127 128
MEGA_ENCOUNTERS
133
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
55 79 99 147
LEVELS
36-42
MEGA_LEVELS
5-5
DATA
82   82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82 166 166  82  82  82  82 166 166
171 172 684 684 684 684 171 172 684 684 684 684 684 684 684 684 684 684 171 172 187 188 171 172 171 172 187 188 171 172
173 174 684 684 684 684 173 174 685 685 685 685 685 685 685 685 685 685 173 174 684 684 173 174 173 174 684 684 173 174
684 696 702 703 703 704 696 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 685 684 684 684 684 685
684 697 705 708 709 707 697 684 684 684 684 684 684 684 684 684 684 699 684 684 684 684 684 684 685 684 684 688 684 685
684 696 684 684 684 684 696 684 684 684 689 684 684 684 684 684 684 684 684 684 684 684 684 684 685 684 699 684 684 685
684 697 684 684 684 684 697 684 684 684 684 686 684 684 684 684 684 684 684 688 684 684 684 684 685 684 684 684 684 685
684 696 684 684 684 684 684 684 684 684 165 106 106 106 106 106 106 107 684 684 684 684 684 684 685 684 684 684 684 685
684 697 684 684 684 684 684 684 684 684 158  96  96  96  96  96  96  97 684 688 684 684 684 684 685 684 684 688 684 685
684 696 689 684 684 684 684 684 684 684 158  96  96  96  96  96  96  97 684 684 684 684 684 684 685 684 684 684 684 685
684 697 684 686 684 684 684 684 684 684 162  99  99  99 160  96  96  97 684 684 684 688 684 688 685 684 684 684 684 685
684 685  92  88  88  88  88  88  88  91 702 703 703 704 158  96  96  97 684 684 684 684 684 684 685 684 684 684 684 685
684 685  90  81  81  81  81  81  81  89 705 708 709 707 158  96  96  97 684 684 684 684 684 684 685 684 684 684 684 685
684 685  90  81  81  81  81  81  81  89 684 684 699 684 158  96  96  97 684 684 684 684 684 684 685 684 684 684 684 685
684 685  90  81  81  81  81  81  81  89 684 684 684 684 158  96  96  97 684 684 684 684 684 684 685 684 684 688 684 685
171 172 684 684 684 684 684 684 684 684 684 684 684 684 158  96  96 106 106 106 106 106 106 107 684 684 684 684 684 685
173 174 684 684 684 684 684 684 684 684 684 684 684 684 158  96  96  96  96  96  96  96  96  97 684 684 684 684 684 685
685 684 684 684 165 106 106 106 106 106 106 106 106 106 106  96  96  96  96  96  96  96  96  97 684 684 687 684 684 685
685 684 684 684 158  96  96  96  96  96  96  96  96  96  96  96  96 159  99  99  99 711  99  98 684 684 684 684 684 685
685 684 684 186 158  96  96  96  96  96  96  96  96  96  96  96  96  97 684 684 684 684 684 684 684 684 684 684 684 685
685 684 186 186 162  99 711  99  99  99  99  99  99  99  99  99  99  98 684 684 684 684 684 684 684 684 684 684 684 685
685 684 177 178 177 178 177 178 177 178 177 178 177 178 177 178 177 178 685 684 687 684 684 684 687 684 684 684 684 685
685 684 179 178 179 178 179 178 179 178 179 178 179 178 179 178 179 178 685 684 684 684 684 684 684 684 684 684 684 685
685 684 684 684 186 186 177 178 177 178 186 186 186 186 186 186 684 684 685 684 684 684 684 684 699 684 684 684 684 694 166
685 684 684 684 684 186 179 178 179 178 186 684 684 186 186 684 684 684 685 684 684 684 684 684 684 684 684 684 684 695 166
171 172 685 685 685 685 685 685 685 685 684 684 684 684 684 684 685 685 684 684 684 684 685 685 685 685 685 685 685 685
173 174 684 684 684 684 684 684 684 684 685 685 685 685 685 685 684 684 685 685 685 685 684 684 684 684 684 684 684 684
