NAME
Route 17
NPCS
route16-guy6 biker 9 16 RIGHT
FORCE_INTERACTION
1 0
2 0
3 0
4 0
END
INTERACTIONS
!:route16-guy6|MOVE_TO_PLAYER|MENU:ALERT:Sure, I'll go!|BATTLE:route16-guy6|{NO_ADVANCE}{DISABLE_FORCE}
MENU:ALERT:I like harassing people with my vicious POK{e-accent}MON!
END
TRAINERS
route16-guy1 20 0.5 0.5 BIKER biker.png {BIKER: Don't you dare laugh!}{} 75-89:42|110-114:42
END
TELEPORT
7 0 route16 7 21
8 0 route16 8 21
9 0 route16 9 21
10 0 route16 10 21
12 0 route16 12 21
13 0 route16 13 21
14 0 route16 14 21
15 0 route16 15 21
16 0 route16 16 21
17 0 route16 17 21
ENCOUNTERS
20 22 25 44 70 84
LEVELS
32-38
DATA
81  81  81  81  81  81   0   1  56  56  56   5  56  56  56  56   1   1   0   1  90  81  81  81  81  81  81  81  81  81  76  76
81  81  81  81  81  81   0   1 240 241  93  93  93  93 240 241  93  93   0   1  90  81  81  81  81  81  81  81  81  81  76  76
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   0   1  90  81  81  81  81  81  81  81  81  81  76  76
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   0   1  90  81  81  81  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   0   1  90  81  81  81  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   0   0   0   0   0   0   0   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   1   1   1   1   1   1   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93  93  93  93  93  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94  94  94  94  94  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94   4   4   4   4   4   4   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93  93  93  93  93  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94  94  94  94  94  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93  93  93  93  93  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94  94  94  94  94  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  93  93  93  93  93  93  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  94  94  94  94  94  94  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  92  88  88  91 240 241  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 242 243  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  93  93  93  93 242 243  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  94  94  94  94 295 296  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  92  88  88  91  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  94  94   1   0  81  81  81  81  81  81
81  81  81  81  81  81   0   1 242 243  90  81  81  89  56  56  90  81  81  89 242 243  93  93   1   0  81  81  81  81  81  81
