NAME
Viridian Forest
NPCS
route2-sign1 blank 14 74
INTERACTIONS
MENU:ALERT:TRAINER TIPS|MENU:ALERT:Catch POK{e-accent}MON and expand your collection!|MENU:ALERT:The more you have, the easier it is to fight!
END
TELEPORT
13 74 viridian-city 18 1
12 74 viridian-city 17 1
8 44 viridian-station 4 7
ENCOUNTERS
10 13 16 19 29 32
LEVELS
4-8
DATA
166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166 166
169 170 170 169 171 172 169 169 169 169 169 169 169 169 171 172 169 169 169 169 169 169 169 169 169 169 169 169 169 169 169 169 169 169
169 170 175 169 173 174 170 170 170 170 170 170 170 170 173 174 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 169
169 170 170 169 171 172 170 170 170 170 170 170 170 170 171 172 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 170 169
169 170 170 169 173 174 170 170 170 170 170 170 170 176 173 174 170 170 170 176 169 169 169 169 169 169 169 169 169 169 170 176 170 169
169 170 170 169 171 172 170 170 170 169 169 170 170 170 171 172 170 170 170 169 171 172 171 172 171 172 171 172 171 172 169 170 170 169
169 170 170 169 173 174 170 176 170 169 169 170 170 170 173 174 170 170 170 169 173 174 173 174 173 174 173 174 173 174 169 170 170 169
169 186 186 169 171 172 177 178 186 169 169 186 177 178 171 172 177 178 186 169 171 172 171 172 171 172 171 172 171 172 169 170 170 169
169 186 186 169 173 174 179 178 186 169 169 186 179 178 173 174 179 178 186 169 173 174 173 174 173 174 173 174 173 174 169 170 170 169
169 186 186 169 171 172 177 178 186 169 169 186 177 178 171 172 177 178 177 178 177 178 177 178 170 170 170 170 170 170 170 170 170 169
169 186 186 169 173 173 179 178 186 169 169 186 179 178 173 174 179 178 179 178 179 178 179 178 170 170 170 176 170 170 170 170 170 169
169 186 186 169 171 172 177 178 186 169 169 186 177 178 171 172 177 178 186 169 171 172 171 172 169 170 170 169 171 172 177 178 186 169
