NAME
Lavender Town
NPCS
lavender-town-sign1 blank 13 10
INTERACTIONS
MENU:ALERT:New SILPH SCOPE!|MENU:ALERT:Make the Invisible Plain to See!|MENU:ALERT:SILPH CO.
END
lavender-town-sign2 blank 9 16
INTERACTIONS
MENU:ALERT:LAVENDER VOLUNTEER POK{e-accent}MON HOUSE
END
lavender-town-sign4 blank 15 16
INTERACTIONS
MENU:ALERT:LAVENDER TOWN {NEWLINE} The Noble Purple Town
END
lavender-town-sign3 blank 21 14
INTERACTIONS
MENU:ALERT:May the Souls of POK{e-accent}MON Rest Easy POK{e-accent}MON TOWER
END
lavender-town-guy1 man2 11 14 WANDER
INTERACTIONS
MENU:ALERT:GHOSTs appear in POK{e-accent}MON TOWER.|MENU:ALERT:I think they're the spirits of POK{e-accent}MON that the ROCKETs killed.
END
lavender-town-girl1 girl2 18 16 WANDER
INTERACTIONS
MENU:ALERT_YES_NO:Do you believe in GHOSTs?|{MENU:ALERT:Really? So there are believers...}{MENU:ALERT:Hahaha, I guess not.|MENU:ALERT:That white hand on your shoulder, it's not real.}
END
lavender-town-guy2 guy2 15 20 WANDER
INTERACTIONS
MENU:ALERT:This town is known as the grave site of POK{e-accent}MON.|MENU:ALERT:Memorial services are held in POK{e-accent}MON TOWER.
END
TELEPORT
14 0 route10 14 19
15 0 route10 15 19
7 12 lavender-center 3 7
11 16 lavender-house1 2 7
7 20 lavender-house2 2 7
11 20 lavender-house3 2 7
19 20 lavender-mart 3 7
18 12 pokemon-tower-lower 8 17
0 15 route8 56 11
12 24 route12 12 1
13 24 route12 13 1
DATA
158  96  96  96  96  96  96  96  96  96  96  96  96  97   1   1   1   1   1   1   1   1 158  96  96  96  96  96
158  96  96  96  96  96  96  96  96  96  96  96  96  97   1   1  70  71  71  71  71  72 158  96  96  96  96  96
158  96  96  96  96  96  96  96  96 159  99  99  99  98  77  79  67  68  68  68  68  69 158  96  96  96  96  96
158  96  96  96  96  96  96  96  96  97 481 481 481 481 481 481 191 190 190 190 190 195 158  96  96  96  96  96
158  96  96  96  96  96  96  96  96  97 481 481 481 481 481 481 194 193 193 193 193 196 158  96  96  96  96  96
158  96  96  96  96  96  96  96  96  97 481 481  56  56 165 106 108  65  65  65  65 109 107  96  96  96  96  96
158  96  96  96  96  96  96  96  96  97 481 481  56  56 158  96 108  65  65  65  65 109  96  96  96  96  96  96
158  96  96  96  96  96  96  96  96  97 482 482 482 482 158  96 108  65  65  65  65 109  96  96  96  96  96  96
158  96  96 159  99  99  99  99  99  98 482 482 482 482 158  96 108  65  65  65  65 109  96  96  96  96  96  96
158  96  96  97 482 482 102  71  71 103 482 482 482 482 158  96 108  65  65  65  65 109  96  96  96  96  96  96
158  96  96  97 482 482 104  68  68 105 482 482 482   5 158  96 110 164 164 164 164 112  96  96  96  96  96  96
158  96  96  97 482 482 108  65  65 109 482 482 482 482 158  96  96  96  96  96  96  96  96  96  96  96  96  96
158  96  96  97 482 482 110  15 113 112 482 482 482 482 162  99  99  99 167  99  99  99 160  96  96  96  96  96
158  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 158  96  96  96  96  96
162  99  99  98 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482   5 158  96  96  96  96  96
56   56  56  56 482 482 482 482 482 482   8   9   9  13 482 482 482 482 482 482 482 482 158  96  96  96  96  96
55   55  55  55 482 482 482 482 482   5   7  15  11  12 482   5 482 482 482 482 482 482 158  96  96  96  96  96
165 106 106 107 482 482 482 482 482 482 482 482 482 482 482 482 482 482 102  71  71 103 158  96  96  96  96  96
158  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482 104  68  68 105 158  96  96  96  96  96
158  96  96  97 482 482   8   9   9  13   8   9   9  13 482 482 482 482 108  65  65 109 158  96  96  96  96  96
158  96  96  97 482 482   7  15  11  12   7  15  11  12 482 482 482 482 110  15 111 112 158  96  96  96  96  96
158  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 158  96  96  96  96  96
158  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 482 158  96  96  96  96  96
158  96  96  96 106 106 106 106 106 106 106 107 482 482 165 106 106 106 106 106 106 106  96  96  96  96  96  96
158  96  96  96  96  96  96  96  96  96  96  97 482 482 158  96  96  96  96  96  96  96  96  96  96  96  96  96
