NAME
Route 16
NPCS
route16-sign1 blank 33 15
INTERACTIONS
MENU:ALERT:Enjoy the slope! CYCLING ROAD
END
route16-bush1 bush 40 13
INTERACTIONS
HAS_MOVE:CUT|{}{MENU:ALERT:Used CUT!|DEACTIVATE:route16-bush1}
END
route16-snorlax snorlax 32 14
INTERACTIONS
IN_INVENTORY:POK{e-accent}FLUTE|{MENU:ALERT:A sleeping POK{e-accent}MON blocks the way!}{MENU:ALERT:{PLAYER_NAME} played the POK{e-accent}FLUTE!|MENU:ALERT:SNORLAX woke up!|MENU:ALERT:It attacked in a grumpy rage!|WILD_BATTLE:143-143:30|{NO_ADVANCE}{DEACTIVATE:route16-snorlax}}
END
TRAINERS
route13-girl1 20 0.5 0.5 JR.TRAINER{FEMALE} jrtrainerf.png {JR.TRAINER{FEMALE}: Just messed up!}{} 119-18:41|70-61:41|117-35:41
END
TELEPORT
44 14 celadon-city 1 22
29 14 route16-checkpoint 8 8
29 9 route16-checkpoint 8 2
29 8 route16-checkpoint 8 2
24 9 route16-checkpoint 1 2
24 8 route16-checkpoint 1 2
24 14 route16-checkpoint 1 8
13 9 route16-house1 2 7
ENCOUNTERS
20 22 25 44 70 84
LEVELS
32-38
DATA
76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
76  76  76  76  76  76   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  76  76  76
76  76  76  76  76  76   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  76  76  76
76  76  76  76  76  76   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 102  71  71  71  71 103   1   1   1   1   4   4   4   4   4   4   4   4  76  76  76
76  76  76  76  76  76   0   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1 104  68  68  68  68 105   1   1   1   1   4   4   4   4   4   4   4   4  76  76  76
76  76  76  76  76  76   0   1   2   3   2   3   8   9   9  13   2   3   2   3   2   3   2   3 453  65  65  65  65 455   2   3   2   3   4   4   4   4   4   4   4   4  76  76  76
76  76  76  76  76  76   0   1   3   2   3   2   7  15  11  12   3   2   3   2   3   2   3   2 454 164 164 164 164 456   3   2   3   2   4   4   4   4   4   4   4   4  76  76  76
76  76  76  76  76  76   0   1   2   3   2   3   2   3   2   3   2   3   1   1   1   1   1   1 102  71  71  71  71 103   1   1   2   3   2   3   2   3   2   3   2   3  76  76  76
76  76  76  76  76  76   0   1   3   2   3   2   3   2   3   2   3   2   1   1   1   1   1   1 104  68  68  68  68 105   1   1   3   2   3   2   3   2   3   2   3   2  76  76  76
76  76  76  76  76  76   0   1  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56 108  65  65  65  65 109   1   1   1   1   1   1   1   1   1   1   1  76  76  76  76
76  76  76  76  76  76   0   0  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55 108  65  65  65  65 109  76  76  76  76  76  76  76  76  76  76   1  76  76  76  76
76  76  76  76  76  76   0   1  56  56   1   1   1   1  56  56  56  56  56  56  56  56  56  56 453  65  65  65  65 455  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
76  76  76  76  76  76   0   1  56  56   1   1   1   1  56  56  56  56  56  56  56  56  56  56 110 164 164 164 164 112  55  55  55   5  55  55  55  55  55  55  55  55  55  55  55
76  76  76  76  76  76   0   1  56  56   1   1   1   1  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
81  81  81  81  81  81   0   1  56  56   1   1   1   1  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
81  81  81  81  81  81   0   1  56  56   1   1   1   1  56  56  56  56   0   0   0   0   0   0   0   0   0   0   0   0  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76
