NAME
Route 24
NPCS
route4-girl girl 10 18
INTERACTIONS
MENU:ALERT:Ouch! I tripped over a rocky POK{e-accent}MON, GEODUDE!
END
TELEPORT
6 39 cerulean-city 16 1
7 39 cerulean-city 17 1
8 39 cerulean-city 18 1
9 39 cerulean-city 19 1
10 39 cerulean-city 20 1
12 39 cerulean-city 22 1
13 39 cerulean-city 23 1
ENCOUNTERS
69 10 11 48 63 13 14 16 43 27
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
54 98 118 119
LEVELS
10-17
DATA
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96 159  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99
96   96  96  96  96  97  56  56  56  56  56  56  56  56  56 254  56  56 234   1   1   1   1   1
96   96  96  96  96  97  56  56  56  56  56  56  56  56  56 254  56  56 234   1   1   1   1   1
96   96  96  96  96  97  56  56  56  56  56  56  56  56  56 254  56  56 234   1   1   1   1   1
96   96  96  96  96  97  78  78  80  78  78  78  78  78  78 256  56  56 236  77  77  77  77  77
96   96  96  96  96  97  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
96   96  96  96  96  97  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
96   96  96  96  96  97   1   1   1   1   1   1  56  56   0   0   0   0   0   0   0   0   0   0
96   96  96  96  96  97   1   1   1   1   1   1  56  56   0   1   1   1   1   1   1   1   1   1
96   96  96  96  96  97  93  93  93  93   1   1  56  56   0   1   1   1 165 106 106 106 106 106
96   96  96  96  96  97  94  94  94  94   1   1  56  56   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97  93  93  93  93   1   1  56  56   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97  94  94  94  94   1   1  56  56   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   1   1  92  88  88   0 238 238   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   1   1  90  81  81   0 238 238   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   1 158  96  96  96  96  96
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   1 162  99  99  99  99  99
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97   4   4  90  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  88  88  86  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  81  81  81  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  81  81  81  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  81  81  81  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  81  81  81  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
96   96  96  96  96  97  81  81  81  81  81   0 238 238   0   1   1   0  81  81  81  81  81  81
