NAME
Safari Zone East
NPCS
safari-zone-east-item1 orb 21 13
INTERACTIONS
GIVE_ITEM:CARBOS|DEACTIVATE:safari-zone-east-item1
END
TELEPORT
41 30 safari-zone-east 1 4
41 31 safari-zone-east 1 5
ENCOUNTERS
30 33 47 49 102 105 111 113 115 123 127 128
MEGA_ENCOUNTERS
133
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
55 79 99 147
LEVELS
36-42
MEGA_LEVELS
5-5
DATA
82  171 172 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 685 169 169 169 169 169 169 169 169 171 172
82  173 174 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 186 186 186 186 186 186 186 173 174
82  685 684 684 186 186 684 684 186 186 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 177 178 186 186 702 703 703 704 684 685
82  685 684 186 186 186 186 186 186 186 186 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 186 179 178 186 684 705 708 709 707 684 685
82  685 684 186 186 177 178 177 178 186 186 684 685 685 685 685 685 171 172 685 685 171 172 685 685 685 685 685 685 177 178 177 178 684 684 684 684 699 684 684 685
82  685 684 684 186 179 178 179 178 186 684 684 685 684 684 684 684 173 174 684 684 173 174 684 684 684 684 684 684 179 178 179 178 684 684 684 684 684 684 684 685
82  685 684 684 186 177 178 177 178 186 684 684 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 186 177 178 186 684 684 684 684 684 684 685
82  685 684 186 186 179 178 179 178 186 186 684 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 179 178 186 186 684 684 684 684 684 685
82  171 172 186 186 186 186 186 186  92  88  88  91 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 186 177 178 186 684 684 684 684 685
82  173 174 684 186 186 684 684 186  90  81  81  89 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 179 178 186 186 684 684 684 685
82  685 684 684 684 684 684 687 684  90  81  81  89 177 178 186 684 171 172 684 684 684 684 684 684 684 684 684 684 684 684 684 684 186 186 177 178 684 684 684 685
82  685 684 684 684 684 688 684 684  90  81  81  89 179 178 186 186 173 174 169 169 169 169 169 169 169 169 169 169 169 169 169 169 684 186 179 178 684 684 684 685
82  685 684 687 684 684 684 684 684  90  81  81  89 177 178 186 684 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 165 106 106 106 106 106 106 107
82  685 684 684 684 684 684 684 684  90  81  81  89 179 178 186 186 685 684 684 688 684 688 684 684 684 684 684 684 684 684 684 684 158  96  96  96  96  96  96  97
82  685 684 684 684  92  88  88  91 712 712 177 178 177 178 186 186 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 158  96  96  96  96  96  96  97
82  685 684 684 688  90  81  81  89 712 712 179 178 179 178 186 684 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 162  99 711  99 160  96  96  97
82  685 684 684 684  90  81  81  89 186 186 186 186 186 186 684 684 685 684 684 684 684 684 684 684 684 684 687 684 684 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 684  90  81  81  89 684 186 186 684 684 186 684 684 685 684 684 684 684 684 684 684 684 684 684 684 684 688 684 684 684 684 684 684 158  96  96  97
82  685 684 687 684  90  81  81  89 684 684 684 684 684 684 684 684 685 684 687 684 684 684 684 684 684 684 684 684 687 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 684  90  81  81  89 684 684 684 684 684 684 684 684 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 684 684 685 684 684 684 684 684 684 684 684 165 106 106 106 106 106 106 106 106 106 106 107 684 684 684 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 688 684 685 684 688 684 684 684 684 684 684 158  96  96  96  96  96  96  96  96  96  96  97 684 684 684 684 684 684 684 688 684 684 158  96  96  97
82  685 684 684 684 684 685 684 186 684 186 177 178 186 684 158  96  96  96  96  96  96  96  96  96  96  97 684 684 684 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 684 684 685 186 186 186 186 179 178 186 186 158  96  96  96  96 159  99  99 711  99  99  98 684 684 684 684 684 684 684 684 684 684 158  96  96  97
82  685 684 684 684 684 169 177 178  92  88  88  91 177 178 158  96  96  96  96  97 177 178 177 178 186 684 165 106 106 106 106 106 106 106 106 106 106  96  96  97
