NAME
Victory Road
NPCS
mt-moon-item1 orb 5 32
INTERACTIONS
GIVE_ITEM:TM12|DEACTIVATE:mt-moon-item1
END
TRAINERS
mt-moon-boy1 10 0.1 0.1 BUG{SPACE}CATCHER bugcatcher.png {BUG CATCHER: You got me!}{} 13-13:11|14-14:11
END
TELEPORT
14 22 route23 9 32
15 22 route23 9 32
ENCOUNTERS
27 35 41 46 74
MEGA_ENCOUNTERS
42 47 75
LEVELS
9-13
MEGA_LEVELS
18-20
DATA
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 483 201 231 231 201 201 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 228 201 201 231 231 231 231 231 483 483 201 483 231 231 201 201 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 483 201 201 483 483 231 231 231 201 201 201 201 201 201 201 201 201 483 483 231 231 231 231 231
231 231 231 231 231 231 231 483 201 201 201 483 231 231 231 231 231 201 201 231 201 201 201 201 201 483 231 231 231 231 231
231 231 231 231 231 231 231 201 201 201 219 210 210 210 210 210 210 210 210 210 210 210 210 221 201 201 231 231 231 231 231
231 231 231 231 231 231 231 201 201 201 215 224 224 224 224 224 224 224 224 224 224 224 224 218 201 201 231 231 231 231 231
231 231 231 231 231 231 231 231 201 201 215 224 224 224 224 224 224 224 224 224 224 224 224 218 201 201 231 231 231 231 231
231 231 231 231 231 231 231 231 201 201 214 216 216 230 216 216 223 224 224 222 216 230 216 217 201 201 231 231 231 231 231
231 231 231 231 231 231 231 231 231 201 201 201 201 201 201 201 215 224 224 218 483 201 201 201 201 201 231 231 231 231 231
231 231 231 231 231 231 231 231 201 201 219 210 210 210 221 201 215 224 224 218 483 483 201 201 201 231 231 231 231 231 231
231 231 231 231 231 231 231 483 201 231 215 224 224 224 218 231 215 224 224 218 231 231 231 231 483 231 231 231 231 231 231
231 231 231 231 231 231 231 483 201 201 215 224 224 224 218 231 215 224 224 218 483 201 201 201 231 231 231 231 231 231 231
231 231 231 231 231 231 231 201 201 201 215 224 224 224 224 224 224 224 224 218 201 201 201 201 231 231 231 231 231 231 231
231 231 231 231 231 231 201 201 201 231 214 230 216 216 216 216 216 216 216 217 201 231 201 783 483 231 231 231 231 231 231
231 231 231 231 231 231 201 201 231 231 201 201 231 231 201 201 201 201 201 201 201 201 201 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 201 201 201 201 201 231 201 201 201 483 483 201 201 201 201 201 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 483 201 201 201 201 201 201 201 201 231 231 201 201 483 483 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 201 201 225 225 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231 231
