NAME
Route 23
NPCS
route22-sign1 blank 9 14
INTERACTIONS
MENU:ALERT:POK{e-accent}MON LEAGUE Front Gate
END
TRAINERS
rival-route22-0 35 0.0 0.0 {RIVAL_NAME} rival1.png {{RIVAL_NAME}: Aww! {NEWLINE} You just lucked out!}{{RIVAL_NAME}: Yeah! Am I great or what?} 7-7:9
END
TELEPORT
43 9 route22 10 9
ENCOUNTERS
19 21 29 32 56
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
60 61 118
LEVELS
55-60
DATA
76  76  76  76  76 765 766 766 766 766 765 766 765 767 769 769 767 765 766 765 766 766 766 766 765  76  76  76  76  76
76  76  76  76  76 765 766 766 766 766 765 766 765 768 769 769 768 765 766 765 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 765 766 765 767 769 769 767 765 766 765 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 765 766 765 768 769 769 768 765 766 765 766 766 766 766 765
76  76  76  76  76 765 766 766 765 772 770 772 770 767 769 769 767 770 772 770 772 765 766 766 765
76  76  76  76  76 765 766 766 765 773 771 773 771 768 769 769 768 771 773 771 773 765 766 766 765
76  76  76  76  76 765 766 766 765 769 769 767 769 769 767 769 769 769 769 769 769 765 766 766 765
76  76  76  76  76 765 766 766 765 769 769 768 769 769 768 769 769 769 769 769 769 765 766 766 765
76  76  76  76  76 765 766 766 765 769 767 769 769 769 769 767 769 767 769 767 769 765 766 766 765
76  76  76  76  76 765 766 766 765 769 768 769 769 769 769 768 769 768 769 768 769 765 766 766 765
76  76  76  76  76 765 766 766 765 767 769 769 769 767 769 769 767 769 769 769 767 765 766 766 765
76  76  76  76  76 765 766 766 765 768 769 769 769 768 769 769 768 769 769 769 768 765 766 766 765
76  76  76  76  76 765 766 766 765 769 769 767 769 767 769 767 769 769 767 769 769 765 766 766 765
76  76  76  76  76 765 766 766 765 769 769 768 769 768 769 768 769 769 768 769 769 765 766 766 765
76  76  76  76  76 765 766 766 765 767 769 769 767 769 767 769 767 769 767 769 769 765 766 766 765
76  76  76  76  76 765 766 766 765 768 769 769 768 769 768 769 768 769 768 769 769 765 766 766 765
76  76  76  76  76 770 772 772 770 769 767 769 769 767 769 769 767 769 769 769 767 770 772 772 770
76  76  76  76  76 771 773 773 771 769 768 769 769 768 769 769 768 769 769 769 768 771 773 773 771
76  76  76  76  76 769 769 769 769 767 769 767 769 767 769 769 767 769 767 769 767 769 769 769 769
76  76  76  76  76 769 769 769 769 768 769 768 769 768 769 769 768 769 768 769 768 769 769 769 769
76  76  76  76  76 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769
76  76  76  76  76 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769 769
76  76  76  76  76 774   3 774   3 774   3 774   3 774   3 774   3 774   3 774   3 774   3
76  76  76  76  76 776 774   3 774   3 774   3 774   3 774   3 774   3 774   3 774   3 776
76  76  76  76  76 765 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 765
76  76  76  76  76 765 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 766 765
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
76  76  76  76  76
