NAME
Vermilion Harbor
NPCS
vermillion-harbor-placeholder blank 32 5
INTERACTIONS
MENU:ALERT:TODO: Add truck and MEW encounter
END
TELEPORT
14 0 vermilion-city 23 33
14 3 ss-anne-halls 25 1
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
72 90 98 116
LEVELS
12-17
DATA
385 385 384 384 384 384 384 384 384 384 384 384 382 382 386 382 384 384 384 384 384 384 384 384 384 384 385 385
385 385 384 384 384 384 384 384 384 384 384 384  81  81 386  81 384 384 384 384 384 384 384 384 384 384 385 385
383 381 381 381 381 381 381 381 381 381 381 381  81  81 386  81 381 381 381 381 381 381 381 381 381 381 384 384
382  81  81  81  81  81  81  81  81  81 373 374 375 376 377 378 379 380  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81 366 367 368 369 370 370 371 372  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81 360 361 362 363 363 363 364 365  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 384 384
382  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 385 385
382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 382 385 385
