NAME
Vermilion` City
NPCS
cerulean-city-guy1 man2 10 23 WANDER
INTERACTIONS
MENU:ALERT:You're making an encyclopedia on POK{e-accent}MON? That sounds amusing.
END
TELEPORT
23 0 route6 13 35
24 0 route6 14 35
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
72 90 98 116
LEVELS
10-15
DATA
81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81   0  56  56   0   1   1   1   1   1   1   1   1   1  76  76  76  76  76  76  76  76  76  76  76
81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81   0  56  56   0   1   1   1   1   1   1   1   1   1  76  76  76  76  76  76  76  76  76  76  76
81  81  81  81  81  81  81  81  81  81  81 102  71  71 103 102  71  71 103 102  71  71 103  56  56 102  71  71 103  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
81  81  81  81  81  81  81  81  81  81  81 104  68  68 105 104  68  68 105 104  68  68 105  56  56 104  68  68 105  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
81  81  81  81  81  81  81  81  81  81  81 108  65  65 109 108  65  65 109 108  65  65 109  56  56 108  65  65 109  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
81  81  81  81  81  81  81   0   0   0   0 110  15 164 112 110  15 113 112 110 164 164 112  56  56 110 164 164 112  55  55  55   5  55  55  55  55  55  55  56  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  55  56  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  55  56  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  87  88  88  88  91  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56 322 323 323 324  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  81  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56 242 328 330 243  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  81  81  81  81  87  88  88  88  88  88  91  56  56  56  56  56  56  56  56  56  56  56 242 329 331 243  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56 325 326 326 327  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  81  81  81 102  71  71 103  81  81 102  71  71 103  56  56  56  56 102  71  71 103  56  56  56  56  56  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  81  81  81 104  68  68 105  81  81 104  68  68 105  56  56  56  56 104  68  68 105  56  56  56  56  56  56  56  55   3  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56  56 108  65  65 109  56  56 108  65  65 109  56  56  56  56 108  65  65 109  56  56  56  56  56  56  56   0   0  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56   5 110  15 164 112  56  56 110  15 164 112  56  56  56  56 110  15 111 112  55  55  55  55  55  55  55   0   0  55   5  55  55  55  55
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56   5  56  56  56  56  56  56  56  56  56  56  56
81  81  81  81  81  81   0  81  81  81  89  56  56  70  71  71  71  71  72  56  56  56  56  56  56  56  56 102  71  71 103  92  88  88  91 238 238  92  88  88  88  88  88  88  88  88
81  81  81  81  81  81   0  81  81  81  89  56  56  67  68  68  68  68  69  56  56  56  56  56  56  56  56 104  68  68 105  90  81  81  89 238 238  90  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0  81  81  81  89  56  56  61  62 100 101  62  66   1   1  92  88  88  91  56  56 108  65  65 109  90  81  81  89 238 238  90  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0  81  81  81  89  55   5  57  58  58  58  15  60  76   1  90  81  81  89  56  56 110  15 111 112  90  81  81  89 238 238  90  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  90  81  81  89  56  56  56  56  56  56  90  81  81  87 238 238  86  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  90  81  81  89  56  56  56  56  56  56  90  81  81  81 238 238  81  81  81  81  81  81  81  81  81
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  90  81  81  87  88  88  88  88  88  88  86  81  81  81 238 238  81  81  81  81  89  76  76  76  76
81  81  81  81  81  81   0  81  81  81  89  56  56  56  56  56  56  56  56  56  56  90  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238  81  81  81  81  89  76  76  76  76
81  81  81  81  81  81   0  81  81  81  87  88  88  88  88  88  88  88  88  88  88  86  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238  81  81  81  81  89  76  76  76  76
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238  81  81  81  81  89  76  76  76  76
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238 238 238 238 238 238 238 238 238 238 238 238 238  81  81  81  81  87   0  88  88  88
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238 238 238 238 238 238 238 238 238 238 238 238 238  81  81  81  81  81   0  81  81  81
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81   0  81  81  81
81  81  81  81  81  81   0  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 238 238  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81   0  81  81  81
