NAME
Celadon Department Store
NPCS
celadon-house3-bald bald3 1 4 DOWN
INTERACTIONS
MENU:ALERT:Psst! There's a basement under the GAME CORNER.|FACE:DOWN
END
TELEPORT
2 9 celadon-city 11 18
3 9 celadon-city 11 18
16 9 celadon-city 13 18
17 9 celadon-city 13 18
12 2 celadon-dept 12 16
12 15 celadon-dept 12 3
16 15 celadon-dept 16 28
16 27 celadon-dept 16 16
DATA
82
519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519
516 520 521 516 516 516 517 516 516 516 516 517 523 516 525 516 526 526 516 516
518 518 518 518 518 518 134 518 518 518 518 134 518 518 518 518 527 527 518 511
518 518 518 518 518 518 134 518 518 518 518 134 518 518 518 518 518 518 518 511
518 518 518 518 518 518 508 509 509 509 509 522 518 518 518 518 518 518 518 511
518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 511
518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518
518 518  54  54 518 518 518 518 518 518 518 518 518 518 518 518  54  54 518 518
82   82 166 166  82  82  82  82  82  82  82  82  82  82  82  82 166 166
82
82
82
82
519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519
516 520 521 516 517 516 516 517 516 516 516 516 524 516 525 516 523 516 516 516
518 518 518 518 134 518 518 134 518 518 518 518 518 518 518 518 518 518 518 518
518 518 518 518 134 518 518 134 518 518 528 529 528 529 518 518 528 529 528 529
518 518 518 518 508 509 509 510 518 518 530 531 530 531 518 518 530 531 530 531
518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518
518 518 518 518 518 518 518 518 518 518 528 529 528 529 518 518 528 529 528 529
518 518 518 518 518 518 518 518 518 518 530 531 530 531 518 518 530 531 530 531
82
82
82
82
519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519 519
516 520 521 516 532 516 532 516 532 516 532 516 523 516 525 516 524 516 533 533
518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 527 527
518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518 518
518 518 534 533 535 534 533 518 518 518 518 518 301 509 509 509 509 509 509 510
518 518 536 537 537 537 538 518 518 518 518 518 134 518 518 518 518 518 518 518
518 518 534 533 535 534 533 518 518 518 518 518 134 518 518 518 528 529 528 529
518 518 536 537 537 537 538 518 518 518 518 518 134 518 518 518 530 531 530 531
