NAME
Power Plant Exterior
NPCS
power-plant-outside-girl1 girl 10 27 LEFT
FORCE_INTERACTION
-1 0
-2 0
-3 0
END
INTERACTIONS
!:power-plant-outside-girl1|MOVE_TO_PLAYER|MENU:ALERT:I've been to a POK{e-accent}MON GYM a few times. But, I lost each time.|BATTLE:power-plant-outside-girl1|{NO_ADVANCE}{DISABLE_FORCE}
MENU:ALERT:I noticed some POK{e-accent}MANIACs prowling around.
END
power-plant-outside-bush1 bush 12 26
INTERACTIONS
HAS_MOVE:CUT|{}{MENU:ALERT:Used CUT!|DEACTIVATE:power-plant-outside-bush1}
END
power-plant-outside-bush2 bush 12 24
INTERACTIONS
HAS_MOVE:CUT|{}{MENU:ALERT:Used CUT!|DEACTIVATE:power-plant-outside-bush2}
END
power-plant-outside-bush3 bush 12 22
INTERACTIONS
HAS_MOVE:CUT|{}{MENU:ALERT:Used CUT!|DEACTIVATE:power-plant-outside-bush3}
END
power-plant-outside-bush4 bush 12 20
INTERACTIONS
HAS_MOVE:CUT|{}{MENU:ALERT:Used CUT!|DEACTIVATE:power-plant-outside-bush4}
END
sign1 blank 10 21
INTERACTIONS
MENU:ALERT:ROCK TUNNEL
END
TRAINERS
power-plant-outside-girl1 20 0.25 0.25 JR.TRAINER{FEMALE} jrtrainerf.png {JR.TRAINER{FEMALE}: Ohh! Blew it again!}{} 25-25:22|35-35:22
END
TELEPORT
1 10 route9 57 10
1 11 route9 57 11
14 21 power-plant-center 3 7
11 19 rock-tunnel 15 4
ENCOUNTERS
19 21 23 27 19 32 66 74 81 100
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
61 79 98 116
LEVELS
16-22
DATA
106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96 159  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99 160  96  96  96  96
96   96  97  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 158  96  96  96  96
96   96  97  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 158  96  96  96  96
96   96  97  56  56   2   3  56  56  56  56  56  56  56  56  56  56  56  56  90  81 158  96  96  96  96
96   96  97   0   0   3   2   0   0   0   0   0   0   0   0   0   0   0   0  90  81 158  96  96  96  96
96   96  97   2   3   1   1   4   4   4   4   4   4   4   4   4   4   1   0  90  81 158  96  96  96  96
99   99  98   3   2   1   1   4   4   4   4   4   4   4   4   4   4   1   0  90  81 158  96  96  96  96
56   56  56   2   3   1   1   4   4   4   4   4   4   4   4   4   4   1   0  90  81 158  96  96  96  96
56   56  56   3   2   1   1   4   4   4   4   4   4   4   4   4   4   1   0  90  81 158  96  96  96  96
106 106 106 106 107   1   1   1   1   1   1   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97  77  77  77  77  77  77  77  77  77  77  77  79   0   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  96 106 106 106 106 106 106 106 107   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  97   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  97 102  71  71 103   1   0  90  81 158  96  96  96  96
96   96  96  96 159  99  99  99  99  99  99 167  98 104  68  68 105   1   0  90  81 158  96  96  96  96
96   96  96  96  97  56  56  56  56  56  56   1   1 108  65  65 109   1   0  90  81 158  96  96  96  96
96   96  96  96  97  56  56  55  55  55   5  76   1 110  15 113 112   1   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1   1   1 163 163 163 163   1   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1  76   1 163 163 163 163   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163  76   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163  76   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97 163 163 163 163 163 163   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1   1   1   1   1   1   1   1   0  90  81 158  96  96  96  96
96   96  96  96  97   1   1   1   1   1   1   1   1   1   1   1   1   0   0  90  81 158  96  96  96  96
96   96  96  96  96 106 106 106 106 106 106 106 106 106 106 106 107 482 482  90  81 158  96  96  96  96
