NAME
Game Corner
NPCS
celadon-game-corner-woman woman4 2 2 DOWN FARSPEAK
INTERACTIONS
MENU:ALERT:Welcome!|MENU:ALERT:You can exchange your coins for fabulous prizes next door.
END
celadon-game-corner-clerk clerk2 5 2 DOWN FARSPEAK
INTERACTIONS
MENU:ALERT:Welcome to the ROCKET GAME CORNER!|MENU:ALERT:Do you need some coins?|MENU:ALERT:It's $1000 for 50 coins.|MENU:ALERT_YES_NO_COINS_AND_MONEY:Would you like some?|{HAS_MONEY:1000|{MENU:ALERT:You can't afford the coins!|NO_ADVANCE}{REMOVE_MONEY:1000|GIVE_COINS:50|MENU:ALERT:Thanks! Here are your 50 coins!}}{MENU:ALERT:No? Please come play sometime!}
END
TELEPORT
15 14 celadon-city 31 24
16 14 celadon-city 31 24
DATA
528 529 528 529 528 529 528 529 516 592 516 516 516 516 516 516 516 524 516 516
530 531 530 531 530 531 530 531 507 507 507 507 507 507 507 507 507 507 507 507
507 507 507 507 507 507 507 507 507 507 507 507 543 543 543 543 543 543 543 543
509 509 509 509 509 509 509 510 507 507 507 507 544 544 544 544 544 544 544 544
507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507
183 183 507 507 507 507 183 183 507 507 507 507 183 183 507 507 507 507 183 183
134 134 511 507 507 511 134 134 511 507 507 511 134 134 511 507 507 511 134 134
134 134 511 507 507 511 134 134 511 507 507 511 134 134 511 507 507 511 134 134
134 134 511 507 507 511 134 134 511 507 507 511 134 134 511 507 507 511 134 134
134 134 511 507 507 511 134 134 511 507 507 511 134 134 511 507 507 511 134 134
593 593 511 507 507 511 593 593 511 507 507 511 593 593 511 507 507 511 593 593
593 593 511 507 507 511 593 593 511 507 507 511 593 593 511 507 507 511 593 593
507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 507
507 507 507 507 507 507 507 507 507 507 507 507 507 507 507 185 185 507 507 507
82   82  82  82  82  82  82  82  82  82  82  82  82  82  82 166 166
