NAME
Viridian City
NPCS
viridian-city-boy boy 10 20 WANDER
INTERACTIONS
MENU:ALERT:Those POK{e-accent} BALLs at your waist!{NEWLINE}You have POK{e-accent}MON!|MENU:ALERT:It's great that you can carry and use POK{e-accent}MON any time, anywhere!
END
viridian-city-boy2 boy 31 24 WANDER
INTERACTIONS
MENU:ALERT_YES_NO:You want to know about the 2 kinds of caterpillar POK{e-accent}MON?|{MENU:ALERT:CATERPIE has no poison, but WEEDLE does.|MENU:ALERT:Watch out for its POISON STING!}{MENU:ALERT:Oh, OK then!}
END
viridian-city-girl woman3 17 9 RIGHT
INTERACTIONS
MENU:ALERT:Oh Grandpa! Don't be so mean!{NEWLINE}He hasn't had his coffee yet.|FACE:RIGHT
END
viridian-city-grandpa sleep 18 9
FORCE_INTERACTION
1 0
0 -1
0 1
END
INTERACTIONS
MENU:ALERT:You can't go through here!|MENU:ALERT:This is private property!|MOVE:PLAYER:0,1
END
viridian-city-sign1 blank 21 29
INTERACTIONS
MENU:ALERT:TRAINER TIPS|MENU:ALERT:The battle moves of POK{e-accent}MON are limited by their POWER POINTs, or PP. To replenish PP, rest your tired POK{e-accent}MON at a POK{e-accent}MON CENTER!
END
viridian-city-sign2 blank 17 17
INTERACTIONS
MENU:ALERT:VIRIDIAN CITY{NEWLINE}The Eternally Green Paradise
END
viridian-city-potion blank 14 4
INTERACTIONS
GIVE_ITEM:POTION|DEACTIVATE:viridian-city-potion
END
TELEPORT
20 37 route1 13 1
21 37 route1 14 1
21 9 viridian-house1 2 7
21 15 viridian-house2 2 7
29 19 viridian-mart 3 7
23 25 viridian-center 3 7
DATA
96   96  96  96 96 97 76 76 76 76 76 76 76 76 76 76 55  3 56 56 76 76  76 76  76  76 76 76  76 76  76  76 76 76 76 76 76 76 76 76 76
96   96  96  96 96 97 76 76 76 76 76 76 76 76 76 76 55  3 56  5 76 76  76 76  76  76 76 76  76 76  76  76 76 76 76 76 76 76 76 76 76
96   96  96  96 96 97 76 76 76 76 76 76 76 76 76 76 55  3  2  3 76 76  76 76  56  56 56 56  56 56  56  56 56 56 56 56 76 76 76 76 76
96   96  96  96 96 97 76 76 76 76 76 76 76 76 76 76 55  3  3  2 76 76  76 76  56  56 56 56  56 56  56  56 56 56 56 56 76 76 76 76 76
96   96  96  96 96 97  1  1  1  1  1  1  1  1  1  1  2  3  2  3  2  3  56 56  56  56 56 56  70 71  71  71 71 72 56 56 76 76 76 76 76
96   96  96  96 96 97  1  1  0  0  0  0  0  0 76 76  3  2  3  2  3  2  56 56  56  56 56 56  67 68  68  68 68 69 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  3  2  3 55  3  56 56  56  56 56 56  61 62 100 101 62 66 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  2  3  2 55  3  56 56  56  56 56  5  57 58  58  58 15 60 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  3  2  3  8  9   9 13  56  56 56 56   1  1   1   1  1  1 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  2  3  2  7 15  11 12  78  78 78 78  77 77  77  77 77 77 78 78 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  3  2  3  2  3   2  3   2   3  2  3   2  3   2   3  2  3 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  2  3  2  3  2   3  2   3   2  3  2   3  2   3   2  3  2 56 56 76 76 76 76 76
96   96  96  96 96 97  1  0 76 76 76 76 76 76 76 76 55  3  2  3 56 56  56 56  56  56 56 56  56 56  56  56 56 56 56 56 76 76 76 76 76
99   99  99  99 99 98  1  0 76 76 76 76 76 76 76 76 55  2  3  2 55 55  55 55  55  55 55 55  55 55  55  55 55 55 55 55 76 76 76 76 76
1     1   1   1  1  1  1  0 76 76 76 76 76 76 76 76 55  3  2  3  8  9   9 13   2   3  2  3   2  3   2   3  2  3  2  3 76 76 76 76 76
1     1   1   1  1  1  1  0 76 76 76 76 76 76 76 76 55  2  3  2  7 15  11 12   3   2  3  2   3  2   3   2  3  2  3  2 76 76 76 76 76
