NAME
Safari Zone Main
NPCS
safari-zone-main-sign1 blank 15 23
INTERACTIONS
MENU:ALERT:TRAINER TIPS|MENU:ALERT:Different POK{e-accent}MON are available in different parts of the SAFARI ZONE!
END
safari-zone-main-sign2 blank 19 21
INTERACTIONS
MENU:ALERT:REST HOUSE
END
safari-zone-main-item1 orb 15 11
INTERACTIONS
GIVE_ITEM:NUGGET|DEACTIVATE:safari-zone-main-item1
END
TELEPORT
15 27 safari-checkpoint 3 1
16 27 safari-checkpoint 4 1
18 20 safari-house1 3 7
31 11 safari-zone-east 1 22
31 12 safari-zone-east 1 23
15 0 safari-zone-north 21 35
16 0 safari-zone-north 22 35
0 11 safari-zone-west 29 23
0 12 safari-zone-west 29 24
ENCOUNTERS
30 33 47 49 102 111 113 114 123 127
MEGA_ENCOUNTERS
133
WATER_ENCOUNTERS_OLD
129
WATER_ENCOUNTERS_GOOD
60 118
WATER_ENCOUNTERS_SUPER
55 79 99 147
LEVELS
36-42
MEGA_LEVELS
5-5
DATA
82   82  82  82  82  82  82  82  82  82  82  82  82  82  82 166 166
82  684 685 685 685 685 685 685 685 685 685 171 172 685 685 187 188 685 685 685 685 685 685 685 685 685 685 685 685 685 684
82  684 685 684 684 684 684 684 684 684 684 173 174 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 685 684
82  685 684 684 684 684 186 186 684 687 684 684 685 684 684 684 684 684 186 186 684 684 186 186 684 684 684 684 684 684 685
82  685 684 684 684 186 186 186 186 684 684 684 685 684 684 684 684 186 186 186 186 186 186 186 186 684 688 684 684 684 685
82  685 684 684 186 177 178 177 178 186 684 684 685 684 684 684 186 177 178 177 178 177 178 177 178 186 684 684 684 684 685
82  685 684 186 186 179 178 179 178 186 186 684 685 684 688 186 186 179 178 179 178 179 178 179 178 186 186 684 684 684 685
82  685 684 186 186 177 178 186 186 684 684 684 685 684 684 186 186 177 178 186 186 186 186 177 178 186 186 687 684 684 685
82  685 684 684 186 179 178 186 684 684 684 684 685 684 684 684 186 179 178 186 684 684 186 179 178 186 684 684 684 684 685
82  685 684 684 684 186 186 684 186  92  88  88  88  88  88  88  88  88  88  88  88  88  91 684 684 684 684 684 684 171 172
82  685 684 684 684 186 684 186 186  90  81  81  81  81  81  81  81  81  81  81  81  81  89 685 685 685 685 685 685 173 174
166 690 684 684 684 684 684 177 178  90  81  81 692 684 684 689 684 684 684 693  81  81  89 684 684 689 684 684 684 684 694 166
166 691 684 684 684 684 684 179 178  90  81  81  89 684 684 684 686 684 684  90  81  81  89 684 684 684 686 684 684 684 695 166
82  685 684 689 684 684 684 186 186  90  81  81  87  88  88  88  88  88  88  86  81  81  89 177 178 186 684 684 684 684 685
82  685 684 684 686 684 684 684 186  90  81  81  81  81  81  81  81  81  81  81  81  81  89 179 178 186 186 684 684 684 685
82  685 684 684 684 687 684 684 684 684 684 696 684 684 696 684 684 696 684 684 696 684 684 186 186 177 178 186 684 684 685
82  685 684 684 684 684 684 685 685 685 685 697 698 698 697 698 698 697 698 698 697 684 684 684 186 179 178 186 186 684 685
82  171 172 685 685 685 685 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 177 178 177 178 186 684 684 685
82  173 174 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 684 179 178 179 178 186 186 684 685
82  685 684 684 684 684 186 177 178 177 178 186 684 687 684 684 684 702 703 703 704 684 684 684 186 177 178 186 186 684 685
82  685 684 684 684 186 186 179 178 179 178 186 186 684 684 684 684 705 708 709 707 684 684 186 186 179 178 186 684 684 685
82  685 684 687 684 186 186 177 178 177 178 186 186 684 684 684 684 684 684 699 684 684 684 684 186 186 186 687 684 684 685
82  685 684 684 684 684 186 179 178 179 178 186 684 684 684 684 684 684 684 684 684 684 684 186 186 186 684 684 684 684 685
82  685 684 684 684 684 684 186 186 177 178 177 178 186 186 699 684 687 684 687 684 684 186 186 186 684 684 684 684 684 685
82  685 684 684 684 684 688 684 186 179 178 179 178 186 684 684 684 684 684 684 684 186 186 186 684 684 684 684 684 684 685
82  684 685 696 684 684 684 684 696 684 684 684 684 684 696 684 684 696 684 684 684 684 684 696 684 684 684 684 696 685 684
82  684 685 697 698 698 698 698 697 698 698 698 698 698 697 700 701 697 698 698 698 698 698 697 698 698 698 698 697 685 684
82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  166 166
